InputIndex,Address to Validate,LOCALITY,Primary Address,Locality,Postcode,Local Government Name,LotNumber,PlanNumber,Longitude,Latitude,GeocodeType,Confidence,FullAddress,Complex-Building Name,Comment
186,20 Berry ct,MOUNT COOLUM,20 BERRY CT,MOUNT COOLUM,4573,SUNSHINE COAST REGIONAL,27,SP191652,153.08513758,-26.55266013,PC,100,20 BERRY CT  MOUNT COOLUM QLD 4573,, 
187,144 Suncoast Beach dr,MOUNT COOLUM,144 SUNCOAST BEACH DR,MOUNT COOLUM,4573,SUNSHINE COAST REGIONAL,12,RP182383,153.08016441,-26.56564133,PC,100,144 SUNCOAST BEACH DR  MOUNT COOLUM QLD 4573,, 
189,23 Warragah pde,YAROOMBA,23 WARRAGAH PDE,YAROOMBA,4573,SUNSHINE COAST REGIONAL,24,RP82535,153.09921217,-26.55421139,PC,100,23 WARRAGAH PDE  YAROOMBA QLD 4573,, 
190,1-3 Access cres,COOLUM BEACH,43-45 JUNCTION DR,COOLUM BEACH,4573,SUNSHINE COAST REGIONAL,11,SP193886,153.05787406,-26.52214385,PC,100,43-45 JUNCTION DR  COOLUM BEACH QLD 4573,, 
191,3 Emerald Vista pde,YANDINA,3 EMERALD VISTA PDE,YANDINA,4561,SUNSHINE COAST REGIONAL,41,RP860557,152.94539402,-26.55524079,PC,100,3 EMERALD VISTA PDE  YANDINA QLD 4561,, 
193,163 Weyba rd,NOOSAVILLE,163 WEYBA RD,NOOSAVILLE,4566,NOOSA SHIRE,164,SP129472,153.07698581,-26.40456717,PC,100,163 WEYBA RD  NOOSAVILLE QLD 4566,, 
194,12 Thomas st,NOOSAVILLE,12 THOMAS ST,NOOSAVILLE,4566,NOOSA SHIRE,1,RP75832,153.0624065,-26.39920921,PC,100,12 THOMAS ST  NOOSAVILLE QLD 4566,, 
195,6 Harmony ct,COOROIBAH,6 HARMONY CT,COOROIBAH,4565,NOOSA SHIRE,15,RP840282,152.98832809,-26.37592572,PC,100,6 HARMONY CT  COOROIBAH QLD 4565,, 
196,39 Silverwood dr,COOROIBAH,39 SILVERWOOD DR,COOROIBAH,4565,NOOSA SHIRE,7,RP840283,152.98644463,-26.37482174,PC,100,39 SILVERWOOD DR  COOROIBAH QLD 4565,, 
197,26 Ann st,NOOSAVILLE,26 ANN ST,NOOSAVILLE,4566,NOOSA SHIRE,4,RP112875,153.0658969,-26.39956471,PC,100,26 ANN ST  NOOSAVILLE QLD 4566,, 
198,31 Edward st,NOOSAVILLE,31 EDWARD ST,NOOSAVILLE,4566,NOOSA SHIRE,3,RP112875,153.06586302,-26.39974226,PC,100,31 EDWARD ST  NOOSAVILLE QLD 4566,, 
200,6-12 Bunya Park dr,EATONS HILL,6-12 BUNYA PARK DR,EATONS HILL,4037,MORETON BAY REGIONAL,2,RP136448,152.95960266,-27.33751292,PC,100,6-12 BUNYA PARK DR  EATONS HILL QLD 4037,(SHOPPING CENTRE & MOTHER DUCK CHILD MIND), 
202,326 South Pine rd (28),BRENDALE,326 SOUTH PINE RD,BRENDALE,4500,MORETON BAY REGIONAL,9,RP122446,152.97827212,-27.32685304,PC,94,326 SOUTH PINE RD  BRENDALE QLD 4500,, 
203,183 School rd,KALLANGUR,183 SCHOOL RD,KALLANGUR,4503,MORETON BAY REGIONAL,16,RP75352,152.99325203,-27.24485374,PC,100,183 SCHOOL RD  KALLANGUR QLD 4503,, 
204,4 Mcbain st,KALLANGUR,4 MCBAIN ST,KALLANGUR,4503,MORETON BAY REGIONAL,3,RP133295,153.00731315,-27.24674397,PC,100,4 MCBAIN ST  KALLANGUR QLD 4503,, 
206,7 Claremont dr,MURRUMBA DOWNS,7 CLAREMONT DR,MURRUMBA DOWNS,4503,MORETON BAY REGIONAL,18,RP813091,153.01562516,-27.25257543,PC,100,7 CLAREMONT DR  MURRUMBA DOWNS QLD 4503,, 
207,6 Claremont dr,MURRUMBA DOWNS,6 CLAREMONT DR,MURRUMBA DOWNS,4503,MORETON BAY REGIONAL,25,RP813091,153.01617843,-27.25250621,PC,100,6 CLAREMONT DR  MURRUMBA DOWNS QLD 4503,, 
208,10 Mayflower st,WARNER,10 MAYFLOWER ST,WARNER,4500,MORETON BAY REGIONAL,5,RP193624,152.95466443,-27.32977729,PC,100,10 MAYFLOWER ST  WARNER QLD 4500,, 
210,51 Brays rd,MURRUMBA DOWNS,51 BRAYS RD,MURRUMBA DOWNS,4503,MORETON BAY REGIONAL,4,RP813091,153.01509121,-27.25244409,PC,100,51 BRAYS RD  MURRUMBA DOWNS QLD 4503,, 
220,5 Grigg dr,MORAYFIELD,5 GRIGG DR,MORAYFIELD,4506,MORETON BAY REGIONAL,31,RP845057,152.9714936,-27.12466089,PC,100,5 GRIGG DR  MORAYFIELD QLD 4506,, 
222,1-3 Mingaye st,CABOOLTURE SOUTH,1-3 MINGAYE ST,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,2,SP162163,152.94907518,-27.09087565,PC,100,1-3 MINGAYE ST  CABOOLTURE SOUTH QLD 4510,, 
223,12 Mingaye st,CABOOLTURE SOUTH,12 MINGAYE ST,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,1,RP156681,152.94585595,-27.09164268,PC,100,12 MINGAYE ST  CABOOLTURE SOUTH QLD 4510,, 
225,121 Osborne dr,BURPENGARY,121 OSBORNE DR,BURPENGARY,4505,MORETON BAY REGIONAL,48,RP231265,152.96437628,-27.17966427,PC,100,121 OSBORNE DR  BURPENGARY QLD 4505,, 
226,95 Osborne dr,BURPENGARY,95 OSBORNE DR,BURPENGARY,4505,MORETON BAY REGIONAL,44,RP231265,152.9616725,-27.17975392,PC,100,95 OSBORNE DR  BURPENGARY QLD 4505,, 
227,111 Osborne dr,BURPENGARY,111 OSBORNE DR,BURPENGARY,4505,MORETON BAY REGIONAL,46,RP231265,152.96336196,-27.17954727,PC,100,111 OSBORNE DR  BURPENGARY QLD 4505,, 
228,117 Osborne dr,BURPENGARY,117 OSBORNE DR,BURPENGARY,4505,MORETON BAY REGIONAL,47,RP231265,152.96387848,-27.17959065,PC,100,117 OSBORNE DR  BURPENGARY QLD 4505,, 
229,23 Kathrynjane ct,BELLMERE,23 KATHRYNJANE CT,BELLMERE,4510,MORETON BAY REGIONAL,41,SP151894,152.92738689,-27.0936982,PC,100,23 KATHRYNJANE CT  BELLMERE QLD 4510,, 
230,15 Wheaton st,NARANGBA,15 WHEATON ST,NARANGBA,4504,MORETON BAY REGIONAL,8,RP79481,152.96298183,-27.20059717,PC,100,15 WHEATON ST  NARANGBA QLD 4504,, 
231,15 Taminga ct,D AGUILAR,15 TAMINGA CCT,D'AGUILAR,4514,MORETON BAY REGIONAL,144,SP207233,152.80374315,-26.9866588,PC,93,15 TAMINGA CCT  D'AGUILAR QLD 4514,, 
237,95 Williamson rd,MORAYFIELD,95 WILLIAMSON RD,MORAYFIELD,4506,MORETON BAY REGIONAL,18,RP812140,152.91888875,-27.15067869,PC,100,95 WILLIAMSON RD  MORAYFIELD QLD 4506,, 
241,13 Luke st,CABOOLTURE,13 LUKE ST,CABOOLTURE,4510,MORETON BAY REGIONAL,272,RP168913,152.94359441,-27.07992412,PC,100,13 LUKE ST  CABOOLTURE QLD 4510,, 
243,321 Morayfield rd (60),MORAYFIELD,321 MORAYFIELD RD,MORAYFIELD,4506,MORETON BAY REGIONAL,1,SP227466,152.9544297,-27.11647234,PC,94,321 MORAYFIELD RD  MORAYFIELD QLD 4506,, 
244,69 King st,CABOOLTURE,69 KING ST,CABOOLTURE,4510,MORETON BAY REGIONAL,1,RP54217,152.94979997,-27.08443015,PC,100,69 KING ST  CABOOLTURE QLD 4510,, 
245,18 Twin View rd,ELIMBAH,18 TWIN VIEW RD,ELIMBAH,4516,MORETON BAY REGIONAL,37,CG4746,152.94132452,-27.01228787,PC,100,18 TWIN VIEW RD  ELIMBAH QLD 4516,(TWIN VIEW ROAD PARK), 
246,32 Twin View rd,ELIMBAH,32 TWIN VIEW RD,ELIMBAH,4516,MORETON BAY REGIONAL,6,RP196565,152.94054928,-27.01078646,PC,100,32 TWIN VIEW RD  ELIMBAH QLD 4516,, 
247,2 Twin View rd,ELIMBAH,2 TWIN VIEW RD,ELIMBAH,4516,MORETON BAY REGIONAL,17,SP224732,152.94337427,-27.01183081,PC,100,2 TWIN VIEW RD  ELIMBAH QLD 4516,, 
248,5 Geoffrey st,CABOOLTURE,5 GEOFFREY ST,CABOOLTURE,4510,MORETON BAY REGIONAL,109,RP121195,152.92704763,-27.07840306,PC,100,5 GEOFFREY ST  CABOOLTURE QLD 4510,, 
250,17 Balstrup Rd n,KALLANGUR,17 BALSTRUP RD N,KALLANGUR,4503,MORETON BAY REGIONAL,103,SP236604,153.00042457,-27.23260742,PC,100,17 BALSTRUP RD N  KALLANGUR QLD 4503,, 
251,12 Balstrup Rd n,KALLANGUR,12 BALSTRUP RD N,KALLANGUR,4503,MORETON BAY REGIONAL,13,RP862133,152.99993943,-27.23247056,PC,100,12 BALSTRUP RD N  KALLANGUR QLD 4503,, 
252,9 Hayden st,CABOOLTURE,9 HAYDEN ST,CABOOLTURE,4510,MORETON BAY REGIONAL,104,RP14006,152.96270595,-27.07167047,PC,100,9 HAYDEN ST  CABOOLTURE QLD 4510,, 
254,1 Kathrynjane ct,BELLMERE,1 KATHRYNJANE CT,BELLMERE,4510,MORETON BAY REGIONAL,30,SP151894,152.92788196,-27.09397794,PC,100,1 KATHRYNJANE CT  BELLMERE QLD 4510,, 
255,7 Jazz ct,CABOOLTURE,7 JAZZ CT,CABOOLTURE,4510,MORETON BAY REGIONAL,23,SP234083,152.95064746,-27.05517294,PC,100,7 JAZZ CT  CABOOLTURE QLD 4510,, 
257,16 Tasman ct,BANKSIA BEACH,16 TASMAN CT,BANKSIA BEACH,4507,MORETON BAY REGIONAL,125,RP863865,153.13816679,-27.03841557,PC,100,16 TASMAN CT  BANKSIA BEACH QLD 4507,, 
258,18 Tasman ct,BANKSIA BEACH,18 TASMAN CT,BANKSIA BEACH,4507,MORETON BAY REGIONAL,124,RP863865,153.13796286,-27.03844709,PC,100,18 TASMAN CT  BANKSIA BEACH QLD 4507,, 
259,54 Lee st,CABOOLTURE,54 LEE ST,CABOOLTURE,4510,MORETON BAY REGIONAL,34,RP14002,152.96586155,-27.08614414,PC,100,54 LEE ST  CABOOLTURE QLD 4510,, 
260,307-327 Caboolture River rd,UPPER CABOOLTURE,307-327 CABOOLTURE RIVER RD,UPPER CABOOLTURE,4510,MORETON BAY REGIONAL,69,CP864872,152.91826731,-27.10757891,PC,100,307-327 CABOOLTURE RIVER RD  UPPER CABOOLTURE QLD 4510,(UPPER CABOOLTURE GIRL GUIDES), 
261,55 Beerburrum rd (60),CABOOLTURE,55 BEERBURRUM RD,CABOOLTURE,4510,MORETON BAY REGIONAL,2,RP14012,152.95139688,-27.07847209,PC,94,55 BEERBURRUM RD  CABOOLTURE QLD 4510,, 
263,15 Nolan dr,MORAYFIELD,15 NOLAN DR,MORAYFIELD,4506,MORETON BAY REGIONAL,15,RP902073,152.97857244,-27.10860024,PC,100,15 NOLAN DR  MORAYFIELD QLD 4506,, 
264,12 Alpha st,KALLANGUR,12 ALPHA ST,KALLANGUR,4503,MORETON BAY REGIONAL,46,SL10679,152.98783735,-27.24173146,PC,100,12 ALPHA ST  KALLANGUR QLD 4503,(RON WESTAWAY PARK), 
265,14 Bridgeman st,KALLANGUR,14 BRIDGEMAN ST,KALLANGUR,4503,MORETON BAY REGIONAL,68,RP189980,152.98808002,-27.242788,PC,100,14 BRIDGEMAN ST  KALLANGUR QLD 4503,, 
266,45 Forbes ct,MORAYFIELD,45 FORBES CT,MORAYFIELD,4506,MORETON BAY REGIONAL,13,RP849554,152.97509528,-27.0994978,PC,100,45 FORBES CT  MORAYFIELD QLD 4506,, 
268,89 Alcock rd,ELIMBAH,89 ALCOCK RD,ELIMBAH,4516,MORETON BAY REGIONAL,11,RP89636,152.92176004,-27.0274981,PC,100,89 ALCOCK RD  ELIMBAH QLD 4516,, 
269,45 Willowleaf cirt,UPPER CABOOLTURE,45 WILLOWLEAF CCT,UPPER CABOOLTURE,4510,MORETON BAY REGIONAL,82,SP202325,152.91192373,-27.10346267,PC,97,45 WILLOWLEAF CCT  UPPER CABOOLTURE QLD 4510,, 
270,11 Fleet st,BURPENGARY EAST,11-13 FLEET ST,BURPENGARY EAST,4505,MORETON BAY REGIONAL,96,RP840853,153.00615143,-27.14071766,PC,98,11-13 FLEET ST  BURPENGARY EAST QLD 4505,, 
271,1 Bishop ln,BELLMERE,1 BISHOP LANE,BELLMERE,4510,MORETON BAY REGIONAL,10,RP808828,152.92361973,-27.09207737,PC,97,1 BISHOP LANE  BELLMERE QLD 4510,, 
272,18 Ferris st,CABOOLTURE,18 FERRIS ST,CABOOLTURE,4510,MORETON BAY REGIONAL,100,RP14006,152.96333668,-27.07195526,PC,100,18 FERRIS ST  CABOOLTURE QLD 4510,, 
273,24 Ferris st,CABOOLTURE,24 FERRIS ST,CABOOLTURE,4510,MORETON BAY REGIONAL,97,RP14006,152.96357062,-27.0714393,PC,100,24 FERRIS ST  CABOOLTURE QLD 4510,, 
274,20 Ferris st,CABOOLTURE,20 FERRIS ST,CABOOLTURE,4510,MORETON BAY REGIONAL,99,RP14006,152.96338137,-27.07177802,PC,100,20 FERRIS ST  CABOOLTURE QLD 4510,, 
275,18 Greenfield dr,MOODLU,18 GREENFIELD DR,MOODLU,4510,MORETON BAY REGIONAL,4,RP161783,152.91202994,-27.06856629,PC,100,18 GREENFIELD DR  MOODLU QLD 4510,, 
276,158-166 Morayfield rd (60),MORAYFIELD,158-166 MORAYFIELD RD,MORAYFIELD,4506,MORETON BAY REGIONAL,1,RP199859,152.94734953,-27.1024185,PC,94,158-166 MORAYFIELD RD  MORAYFIELD QLD 4506,, 
277,71-73 Bradford rd,BURPENGARY EAST,71-73 BRADFORD RD,BURPENGARY EAST,4505,MORETON BAY REGIONAL,131,RP847077,153.00991207,-27.13652804,PC,100,71-73 BRADFORD RD  BURPENGARY EAST QLD 4505,, 
278,65-67 Fleet st,BURPENGARY EAST,65-67 FLEET ST,BURPENGARY EAST,4505,MORETON BAY REGIONAL,132,RP847077,153.0103952,-27.13653836,PC,100,65-67 FLEET ST  BURPENGARY EAST QLD 4505,, 
279,75-77 Fleet st,BURPENGARY EAST,75-77 FLEET ST,BURPENGARY EAST,4505,MORETON BAY REGIONAL,41,RP858818,153.01142442,-27.13675608,PC,100,75-77 FLEET ST  BURPENGARY EAST QLD 4505,, 
280,9-27 Devereaux dr,MORAYFIELD,9-27 DEVEREAUX DR,MORAYFIELD,4506,MORETON BAY REGIONAL,21,SP128123,152.94908159,-27.10258362,PC,100,9-27 DEVEREAUX DR  MORAYFIELD QLD 4506,, 
281,3 Roseby rd,CABOOLTURE,3 ROSEBY RD,CABOOLTURE,4510,MORETON BAY REGIONAL,325,CG4315,152.98157325,-27.08870497,PC,100,3 ROSEBY RD  CABOOLTURE QLD 4510,, 
282,6-10 Spitfire ct,CABOOLTURE,6-10 SPITFIRE CT,CABOOLTURE,4510,MORETON BAY REGIONAL,100,SP321774,152.97718458,-27.08401214,PC,100,6-10 SPITFIRE CT  CABOOLTURE QLD 4510,, 
283,55 Archer st,WOODFORD,55 ARCHER ST,WOODFORD,4514,MORETON BAY REGIONAL,12,RP18147,152.7769769,-26.95006754,PC,100,55 ARCHER ST  WOODFORD QLD 4514,, 
285,10 Johnson st,CABOOLTURE,10 JOHNSON ST,CABOOLTURE,4510,MORETON BAY REGIONAL,4,RP130184,152.97798341,-27.08769789,PC,100,10 JOHNSON ST  CABOOLTURE QLD 4510,, 
287,60 Curran st,D AGUILAR,60 CURRAN ST,D'AGUILAR,4514,MORETON BAY REGIONAL,13,RP210160,152.79879379,-26.99013047,PC,99,60 CURRAN ST  D'AGUILAR QLD 4514,, 
289,22 Kathrynjane ct,BELLMERE,22 KATHRYNJANE CT,BELLMERE,4510,MORETON BAY REGIONAL,45,SP151894,152.92786862,-27.09363087,PC,100,22 KATHRYNJANE CT  BELLMERE QLD 4510,, 
290,1-11 Murray ct,BEACHMERE,1-11 MURRAY CT,BEACHMERE,4510,MORETON BAY REGIONAL,43,RP170809,153.06644753,-27.09109242,PC,100,1-11 MURRAY CT  BEACHMERE QLD 4510,, 
291,22 Symphony cres,BURPENGARY,22 SYMPHONY CR,BURPENGARY,4505,MORETON BAY REGIONAL,57,RP215662,152.96351738,-27.16439568,PC,100,22 SYMPHONY CR  BURPENGARY QLD 4505,, 
292,182 Buckley rd,BURPENGARY EAST,182 BUCKLEY RD,BURPENGARY EAST,4505,MORETON BAY REGIONAL,7,RP895842,152.98432814,-27.13289123,PC,100,182 BUCKLEY RD  BURPENGARY EAST QLD 4505,, 
293,16 Stringfellow rd,CABOOLTURE,16 STRINGFELLOW RD,CABOOLTURE,4510,MORETON BAY REGIONAL,2,RP196215,152.94575609,-27.08771393,PC,100,16 STRINGFELLOW RD  CABOOLTURE QLD 4510,(CABOOLTURE BOWLS CLUB), 
294,3 Branch st,CABOOLTURE,3 BRANCH ST,CABOOLTURE,4510,MORETON BAY REGIONAL,331,SP195294,152.9680575,-27.07422863,PC,100,3 BRANCH ST  CABOOLTURE QLD 4510,, 
295,1-3 Rosemary st,CABOOLTURE SOUTH,1 ROSEMARY ST,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,146,RP13752,152.94908313,-27.09342495,PC,97,1 ROSEMARY ST  CABOOLTURE SOUTH QLD 4510,, 
296,97 Graham rd,MORAYFIELD,97 GRAHAM RD,MORAYFIELD,4506,MORETON BAY REGIONAL,163,RP853585,152.96657289,-27.11872105,PC,100,97 GRAHAM RD  MORAYFIELD QLD 4506,, 
298,13-17 Dickson rd,MORAYFIELD,13-17 DICKSON RD,MORAYFIELD,4506,MORETON BAY REGIONAL,1,SP249101,152.95094918,-27.0990367,PC,100,13-17 DICKSON RD  MORAYFIELD QLD 4506,, 
299,27 Julie dr,CABOOLTURE SOUTH,27 JULIE DR,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,6,SP163331,152.9419753,-27.09385099,PC,100,27 JULIE DR  CABOOLTURE SOUTH QLD 4510,, 
300,110 Station rd,BURPENGARY,110 STATION RD,BURPENGARY,4505,MORETON BAY REGIONAL,27,RP129441,152.9660481,-27.15475021,PC,100,110 STATION RD  BURPENGARY QLD 4505,, 
302,265 Morayfield rd (60),MORAYFIELD,265 MORAYFIELD RD,MORAYFIELD,4506,MORETON BAY REGIONAL,5,RP84378,152.95181312,-27.11163541,PC,94,265 MORAYFIELD RD  MORAYFIELD QLD 4506,, 
306,24 Eucalypt st,BELLARA,24 EUCALYPT ST,BELLARA,4507,MORETON BAY REGIONAL,57,RP101642,153.1475207,-27.06332991,PC,100,24 EUCALYPT ST  BELLARA QLD 4507,, 
307,815 Carmody ln,NINGI,815 CARMODY LANE,NINGI,4511,MORETON BAY REGIONAL,7,RP111121,153.05415285,-27.07337817,PC,97,815 CARMODY LANE  NINGI QLD 4511,, 
308,12 Adrian st,CABOOLTURE,12 ADRIAN ST,CABOOLTURE,4510,MORETON BAY REGIONAL,23,SP197328,152.93406089,-27.0750341,PC,100,12 ADRIAN ST  CABOOLTURE QLD 4510,, 
309,284 King st,CABOOLTURE,284 KING ST,CABOOLTURE,4510,MORETON BAY REGIONAL,1,RP111775,152.9282364,-27.07647824,PC,100,284 KING ST  CABOOLTURE QLD 4510,, 
310,22 Homestead rd,MORAYFIELD,22 HOMESTEAD RD,MORAYFIELD,4506,MORETON BAY REGIONAL,52,SP299610,152.92922944,-27.13768993,PC,100,22 HOMESTEAD RD  MORAYFIELD QLD 4506,, 
311,10 Crestwood ave,MORAYFIELD,10 CRESTWOOD AV,MORAYFIELD,4506,MORETON BAY REGIONAL,315,RP853235,152.92851775,-27.10693866,PC,100,10 CRESTWOOD AV  MORAYFIELD QLD 4506,, 
312,Jacaranda ave,CABOOLTURE SOUTH,4 JACARANDA AV,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,11,RP106070,152.95008451,-27.09613056,PC,98,4 JACARANDA AV  CABOOLTURE SOUTH QLD 4510,, 
313,6-8 Frank st,CABOOLTURE SOUTH,6-8 FRANK ST,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,3,SP236022,152.94853085,-27.09573177,PC,100,6-8 FRANK ST  CABOOLTURE SOUTH QLD 4510,, 
314,30 Graham rd,MORAYFIELD,30 GRAHAM RD,MORAYFIELD,4506,MORETON BAY REGIONAL,15,RP175907,152.9626325,-27.12301432,PC,100,30 GRAHAM RD  MORAYFIELD QLD 4506,, 
315,27 Lomandra dr,MORAYFIELD,27 LOMANDRA DR,MORAYFIELD,4506,MORETON BAY REGIONAL,477,SP207389,152.97012589,-27.11414239,PC,100,27 LOMANDRA DR  MORAYFIELD QLD 4506,, 
317,21 Trilby st,MORAYFIELD,21 TRILBY ST,MORAYFIELD,4506,MORETON BAY REGIONAL,101,SP120952,152.93496352,-27.10007873,PC,100,21 TRILBY ST  MORAYFIELD QLD 4506,, 
319,70-86 Michael ave,MORAYFIELD,70-86 MICHAEL AV,MORAYFIELD,4506,MORETON BAY REGIONAL,3,SP173066,152.94612531,-27.10064026,PC,100,70-86 MICHAEL AV  MORAYFIELD QLD 4506,, 
320,4 Johnson st,CABOOLTURE,2-6 JOHNSON ST,CABOOLTURE,4510,MORETON BAY REGIONAL,7,RP159434,152.97853403,-27.08778784,PC,98,2-6 JOHNSON ST  CABOOLTURE QLD 4510,, 
321,7 Venus ct,BANKSIA BEACH,7 VENUS CT,BANKSIA BEACH,4507,MORETON BAY REGIONAL,384,RP180417,153.13499441,-27.04647866,PC,100,7 VENUS CT  BANKSIA BEACH QLD 4507,, 
322,78 esplanade,NINGI,78 ESPLANADE,TOORBUL,4510,MORETON BAY REGIONAL,6,RP93705,153.1026302,-27.03715588,PC,99,78 ESPLANADE  TOORBUL QLD 4510,, 
325,7-9 Brolga ct,UPPER CABOOLTURE,7 BROLGA CT,UPPER CABOOLTURE,4510,MORETON BAY REGIONAL,442,SP303966,152.92185748,-27.10993173,PC,97,7 BROLGA CT  UPPER CABOOLTURE QLD 4510,, 
326,1 Brolga ct,UPPER CABOOLTURE,1 BROLGA CT,UPPER CABOOLTURE,4510,MORETON BAY REGIONAL,451,SP330947,152.92095997,-27.11052129,PC,100,1 BROLGA CT  UPPER CABOOLTURE QLD 4510,, 
327,103 Anderson rd,MORAYFIELD,103 ANDERSON RD,MORAYFIELD,4506,MORETON BAY REGIONAL,4,RP198587,152.94661804,-27.12378727,PC,100,103 ANDERSON RD  MORAYFIELD QLD 4506,, 
328,12 Kerswell st,CABOOLTURE,12 KERSWELL ST,CABOOLTURE,4510,MORETON BAY REGIONAL,59,SP160093,152.96742342,-27.06313808,PC,100,12 KERSWELL ST  CABOOLTURE QLD 4510,, 
329,11 Bayswater ct,SANDSTONE POINT,11 BAYSWATER CT,SANDSTONE POINT,4511,MORETON BAY REGIONAL,810,RP863839,153.13272165,-27.08503316,PC,100,11 BAYSWATER CT  SANDSTONE POINT QLD 4511,, 
330,Oxley pl,SANDSTONE POINT,4 OXLEY PL,SANDSTONE POINT,4511,MORETON BAY REGIONAL,997,CG6063,153.13818354,-27.08242639,PC,98,4 OXLEY PL  SANDSTONE POINT QLD 4511,(NS04 PUMP STATION), 
331,35 Hamilton rd,MOUNT PLEASANT,35 HAMILTON RD,MOUNT PLEASANT,4521,MORETON BAY REGIONAL,20,RP907300,152.79847363,-27.17240029,PC,100,35 HAMILTON RD  MOUNT PLEASANT QLD 4521,, 
332,3 Heritage st,MORAYFIELD,3 HERITAGE ST,MORAYFIELD,4506,MORETON BAY REGIONAL,191,RP143865,152.96052236,-27.11480144,PC,100,3 HERITAGE ST  MORAYFIELD QLD 4506,, 
335,86A esplanade,TOORBUL,86A ESPLANADE,TOORBUL,4510,MORETON BAY REGIONAL,12,RP910326,153.1022552,-27.03542002,PC,100,86A ESPLANADE  TOORBUL QLD 4510,, 
338,56 Cootamundra cres,NARANGBA,56 COOTAMUNDRA CR,NARANGBA,4504,MORETON BAY REGIONAL,62,SP149264,152.93946099,-27.1769487,PC,100,56 COOTAMUNDRA CR  NARANGBA QLD 4504,, 
339,11 Toolah ct,NARANGBA,11 TOOLAH CT,NARANGBA,4504,MORETON BAY REGIONAL,59,RP885264,152.94205833,-27.18413616,PC,100,11 TOOLAH CT  NARANGBA QLD 4504,, 
340,24 Radiata ct,MORAYFIELD,24 RADIATA CT,MORAYFIELD,4506,MORETON BAY REGIONAL,47,SP188313,152.97236487,-27.11189679,PC,100,24 RADIATA CT  MORAYFIELD QLD 4506,, 
341,65 Leahy rd,CABOOLTURE,65 LEAHY RD,CABOOLTURE,4510,MORETON BAY REGIONAL,100,RP197149,152.98606089,-27.05973887,PC,100,65 LEAHY RD  CABOOLTURE QLD 4510,, 
342,66 Domnick st,CABOOLTURE SOUTH,66 DOMNICK ST,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,487,RP13752,152.94511542,-27.0961815,PC,100,66 DOMNICK ST  CABOOLTURE SOUTH QLD 4510,, 
344,63 Mumford rd,KURWONGBAH,63 MUMFORD RD,NARANGBA,4504,MORETON BAY REGIONAL,1,RP188428,152.95446853,-27.20530198,PC,97,63 MUMFORD RD  NARANGBA QLD 4504,, 
345,30A Kelly st,NARANGBA,30A KELLY ST,NARANGBA,4504,MORETON BAY REGIONAL,954,SL6452,152.95564391,-27.20273598,PC,100,30A KELLY ST  NARANGBA QLD 4504,(NARANGBA GIRL GUIDES), 
346,67 Rangeview rd,MORAYFIELD,67 RANGEVIEW RD,MORAYFIELD,4506,MORETON BAY REGIONAL,3,SP248693,152.91724113,-27.12213185,PC,100,67 RANGEVIEW RD  MORAYFIELD QLD 4506,, 
347,77 Joyner cirt,CABOOLTURE,77 JOYNER CCT,CABOOLTURE,4510,MORETON BAY REGIONAL,750,SP234056,152.97515342,-27.07519794,PC,94,77 JOYNER CCT  CABOOLTURE QLD 4510,, 
349,42 Peterson rd,WOODFORD,42 PETERSON RD,WOODFORD,4514,MORETON BAY REGIONAL,10,RP187445,152.78516497,-26.96318844,PC,100,42 PETERSON RD  WOODFORD QLD 4514,, 
351,9 Banya st,BONGAREE,9 BANYA ST,BONGAREE,4507,MORETON BAY REGIONAL,903,B6325,153.16121539,-27.08450469,PC,100,9 BANYA ST  BONGAREE QLD 4507,, 
352,23 South espl,BONGAREE,23 SOUTH ESP,BONGAREE,4507,MORETON BAY REGIONAL,3,RP45487,153.16019025,-27.08833077,PC,94,23 SOUTH ESP  BONGAREE QLD 4507,, 
353,24 Rosella st,BONGAREE,24 ROSELLA ST,BONGAREE,4507,MORETON BAY REGIONAL,116,RP62926,153.15271955,-27.06835565,PC,100,24 ROSELLA ST  BONGAREE QLD 4507,, 
354,4 Heron st,WOORIM,4 HERON ST,WOORIM,4507,MORETON BAY REGIONAL,39,W75337,153.20384537,-27.07834416,PC,100,4 HERON ST  WOORIM QLD 4507,, 
356,377 Uhlmann rd,BURPENGARY EAST,377 UHLMANN RD,BURPENGARY EAST,4505,MORETON BAY REGIONAL,2,SP254791,153.00697254,-27.14159392,PC,100,377 UHLMANN RD  BURPENGARY EAST QLD 4505,, 
358,10 Fleet st,BURPENGARY EAST,10-12 FLEET ST,BURPENGARY EAST,4505,MORETON BAY REGIONAL,97,RP840853,153.00725266,-27.14111221,PC,98,10-12 FLEET ST  BURPENGARY EAST QLD 4505,, 
359,22 Matthew ter,CABOOLTURE,22 MATTHEW FLINDERS DR,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,17,RP158361,152.94262466,-27.09162897,PC,94,22 MATTHEW FLINDERS DR  CABOOLTURE SOUTH QLD 4510,, 
