InputIndex,Address to Validate,LOCALITY,Primary Address,Locality,Postcode,Local Government Name,LotNumber,PlanNumber,Longitude,Latitude,GeocodeType,Confidence,FullAddress,Complex-Building Name,Comment
728,10 Capital pl,BIRTINYA,,,,,,,,,,,,,19 candidates address records found. 
729,Levuka ave,KINGS BEACH,,,,,,,,,,,,,92 candidates address records found. 
732,Kawana way,BIRTINYA,,,,,,,,,,,,,10 candidates address records found. 
741,Fairfax st,SIPPY DOWNS,,,,,,,,,,,,,4 candidates address records found. 
751,9 Mary st,CALOUNDRA,,,,,,,,,,,,,3 candidates address records found. 
755,Main dr,BIRTINYA,,,,,,,,,,,,,2 candidates address records found. 
756,4 Lower Neill st,DICKY BEACH,,,,,,,,,,,,,3 candidates address records found. 
764,6 Centaur st,CALOUNDRA,,,,,,,,,,,,,2 candidates address records found. 
765,5 Mahia ter,KINGS BEACH,,,,,,,,,,,,,6 candidates address records found. 
766,18 Mahia ter (Moreton pde),KINGS BEACH,,,,,,,,,,,,,23 candidates address records found. 
767,Biondi cres,BEERWAH,,,,,,,,,,,,,17 candidates address records found. 
772,Dixon rd,SIPPY DOWNS,,,,,,,,,,,,,83 candidates address records found. 
775,7 Noosa pde,NOOSA HEADS,,,,,,,,,,,,,5 candidates address records found. 
782,3 Mitti st,NOOSA HEADS,,,,,,,,,,,,,6 candidates address records found. 
783,14 Hastings st,NOOSA HEADS,,,,,,,,,,,,,2 candidates address records found. 
787,David Low way (6),COOLUM BEACH,,,,,,,,,,,,,650 candidates address records found. 
799,Bruce hwy (m1),ROSEMOUNT,,,,,,,,,,,,,25 candidates address records found. 
800,Samantha dr,BLI BLI,,,,,,,,,,,,,53 candidates address records found. 
808,23 Richardson st,PACIFIC PARADISE,,,,,,,,,,,,,3 candidates address records found. 
814,3 Gibson rd,NOOSAVILLE,,,,,,,,,,,,,5 candidates address records found. 
815,2 Kauri st,COOROY,,,,,,,,,,,,,4 candidates address records found. 
817,3 Machinery rd,YANDINA,,,,,,,,,,,,,7 candidates address records found. 
820,20 Nannygai st,NOOSAVILLE,,,,,,,,,,,,,3 candidates address records found. 
825,Sportsmans pde,BOKARINA,,,,,,,,,,,,,20 candidates address records found. 
830,14 Parklands blvd,LITTLE MOUNTAIN,,,,,,,,,,,,,3 candidates address records found. 
831,8 Parklands blvd,LITTLE MOUNTAIN,,,,,,,,,,,,,3 candidates address records found. 
834,35 Hilton ter,TEWANTIN,,,,,,,,,,,,,4 candidates address records found. 
835,21 Hilton ter,TEWANTIN,,,,,,,,,,,,,9 candidates address records found. 
837,23 Ventura st,SUNRISE BEACH,,,,,,,,,,,,,4 candidates address records found. 
848,6 Rex ter,MARCOOLA,,,,,,,,,,,,,Too Low confidence for auto-process records 
850,11 Ramilles st,MOUNT COOLUM,,,,,,,,,,,,,3 candidates address records found. 
868,4 Mckenzie rd,WOOMBYE,,,,,,,,,,,,,7 candidates address records found. 
870,98 Lorikeet dr,PEREGIAN BEACH,,,,,,,,,,,,,3 candidates address records found. 
879,Grandview dr,COOLUM BEACH,,,,,,,,,,,,,86 candidates address records found. 
886,8 Jubilee espl,YAROOMBA,,,,,,,,,,,,,5 candidates address records found. 
889,59-61 Marcoola espl,MARCOOLA,,,,,,,,,,,,,11 candidates address records found. 
892,Myall st,COOROY,,,,,,,,,,,,,48 candidates address records found. 
898,24 Orealla cres,SUNRISE BEACH,,,,,,,,,,,,,3 candidates address records found. 
900,37-49 Noosa dr,NOOSA HEADS,,,,,,,,,,,,,42 candidates address records found. 
901,Viewland dr,NOOSA HEADS,,,,,,,,,,,,,77 candidates address records found. 
902,25 Wyandra st,NOOSA HEADS,,,,,,,,,,,,,7 candidates address records found. 
903,21 Laburnum cres,NOOSAVILLE,,,,,,,,,,,,,3 candidates address records found. 
908,Yandina Store,YANDINA,,,,,,,,,,,,,39 candidates address records found. 
911,10 Pollys pl,NAMBOUR,,,,,,,,,,,,,4 candidates address records found. 
912,Sandpiper ct,PEREGIAN BEACH,,,,,,,,,,,,,7 candidates address records found. 
914,913 Nambour Connection rd,NAMBOUR,,,,,,,,,,,,,8 candidates address records found. 
915,Nambour Connection rd,PARKLANDS,,,,,,,,,,,,,13 candidates address records found. 
917,Girraween dr,PARKLANDS,,,,,,,,,,,,,13 candidates address records found. 
919,1051 Nambour Connection rd,PARKLANDS,,,,,,,,,,,,,2 candidates address records found. 
921,Oleander dr,PARKLANDS,,,,,,,,,,,,,24 candidates address records found. 
925,Archer st,WOODFORD,,,,,,,,,,,,,138 candidates address records found. 
926,George st,WOODFORD,,,,,,,,,,,,,70 candidates address records found. 
927,1990 D aguilar hwy (85),D AGUILAR,,,,,,,,,,,,,2 candidates address records found. 
935,31 Mckean st,CABOOLTURE,,,,,,,,,,,,,2 candidates address records found. 
936,27 Mckean st,CABOOLTURE,,,,,,,,,,,,,60 candidates address records found. 
937,15 Macadamia st,CABOOLTURE SOUTH,,,,,,,,,,,,,2 candidates address records found. 
940,19 Macadamia st,CABOOLTURE SOUTH,,,,,,,,,,,,,2 candidates address records found. 
941,Endeavour dr,BANKSIA BEACH,,,,,,,,,,,,,208 candidates address records found. 
944,Marine pde,BELLARA,,,,,,,,,,,,,2 candidates address records found. 
945,6 Foster st,BONGAREE,,,,,,,,,,,,,3 candidates address records found. 
946,Bribie Island rd (Caboolture Bribie Island rd),CABOOLTURE,,,,,,,,,,,,,254 candidates address records found. 
951,Coolgarra ave,BONGAREE,,,,,,,,,,,,,127 candidates address records found. 
953,157,CABOOLTURE,,,,,,,,,,,,,40 candidates address records found. 
955,6 Whites rd,PETRIE,,,,,,,,,,,,,33 candidates address records found. 
957,North Shore dr,BURPENGARY,,,,,,,,,,,,,34 candidates address records found. 
961,10-12 Hayes st,CABOOLTURE,,,,,,,,,,,,,12 candidates address records found. 
965,Gympie rd,LAWNTON,,,,,,,,,,,,,158 candidates address records found. 
989,24 Henderson dr,EVERTON HILLS,,,,,,,,,,,,,2 candidates address records found. 
992,Patricks rd,ARANA HILLS,,,,,,,,,,,,,104 candidates address records found. 
993,England rd,FERNY HILLS,,,,,,,,,,,,,7 candidates address records found. 
994,Miller blvd,BRAY PARK,,,,,,,,,,,,,72 candidates address records found. 
998,Baker st,BRAY PARK,,,,,,,,,,,,,65 candidates address records found. 
999,John st,EVERTON HILLS,,,,,,,,,,,,,5 candidates address records found. 
1003,Bult dr,BRENDALE,,,,,,,,,,,,,18 candidates address records found. 
1005,Burke cres,NORTH LAKES,,,,,,,,,,,,,17 candidates address records found. 
1007,South Pine rd,BRENDALE,,,,,,,,,,,,,440 candidates address records found. 
1023,Woodhill rd,FERNY HILLS,,,,,,,,,,,,,21 candidates address records found. 
1026,20 Gibson st,MAROOCHYDORE,,,,,,,,,,,,,2 candidates address records found. 
1027,7-9 Broadmeadows rd,MAROOCHYDORE,,,,,,,,,,,,,3 candidates address records found. 
1030,6-8 Ann st,NAMBOUR,,,,,,,,,,,,,6 candidates address records found. 
1032,Matthew st,NAMBOUR,,,,,,,,,,,,,14 candidates address records found. 
1036,12-14 Picnic Point espl,MAROOCHYDORE,,,,,,,,,,,,,19 candidates address records found. 
1037,38 Anzac ave,MAROOCHYDORE,,,,,,,,,,,,,55 candidates address records found. 
1038,43 Anzac ave,MAROOCHYDORE,,,,,,,,,,,,,4 candidates address records found. 
1054,20 Hardwood ct,BUDERIM,,,,,,,,,,,,,17 candidates address records found. 
1055,Toscana pl,MOUNTAIN CREEK,,,,,,,,,,,,,18 candidates address records found. 
1060,11 Tarcoola ave,MOOLOOLABA,,,,,,,,,,,,,5 candidates address records found. 
1061,13 Tarcoola ave,MOOLOOLABA,,,,,,,,,,,,,5 candidates address records found. 
1062,15 Tarcoola ave,MOOLOOLABA,,,,,,,,,,,,,3 candidates address records found. 
1064,34 Anzac ave,MAROOCHYDORE,,,,,,,,,,,,,13 candidates address records found. 
1065,Maroochydore rd (8),MAROOCHYDORE,,,,,,,,,,,,,187 candidates address records found. 
1067,8-10 Maud st,NAMBOUR,,,,,,,,,,,,,59 candidates address records found. 
1069,15 Maud st,NAMBOUR,,,,,,,,,,,,,10 candidates address records found. 
1070,12 Maud st,NAMBOUR,,,,,,,,,,,,,60 candidates address records found. 
1080,40-44 Dalton dr,MAROOCHYDORE,,,,,,,,,,,,,112 candidates address records found. 
1083,Bli Bli rd (23),NAMBOUR,,,,,,,,,,,,,124 candidates address records found. 
1088,274 Alexandra pde (6),ALEXANDRA HEADLAND,,,,,,,,,,,,,36 candidates address records found. 
1089,4 Water st,BUDERIM,,,,,,,,,,,,,2 candidates address records found. 
1090,Pacific ter,ALEXANDRA HEADLAND,,,,,,,,,,,,,38 candidates address records found. 
1095,22 Amaroo dr,BUDERIM,,,,,,,,,,,,,9 candidates address records found. 
1097,Horton pde (6),MAROOCHYDORE,,,,,,,,,,,,,27 candidates address records found. 
1099,Fishermans rd,MAROOCHYDORE,,,,,,,,,,,,,7 candidates address records found. 
1104,39-45 First ln,MOOLOOLABA,,,,,,,,,,,,,38 candidates address records found. 
1110,18-20 Park rd,NAMBOUR,,,,,,,,,,,,,2 candidates address records found. 
1113,25 Palm st,NAMBOUR,,,,,,,,,,,,,4 candidates address records found. 
1115,48 Anzac ave,MAROOCHYDORE,,,,,,,,,,,,,11 candidates address records found. 
1121,Parkyn pde,MOOLOOLABA,,,,,,,,,,,,,322 candidates address records found. 
1122,25-27 The esplanade,MAROOCHYDORE,,,,,,,,,,,,,235 candidates address records found. 
1124,15 Pacific ter,ALEXANDRA HEADLAND,,,,,,,,,,,,,7 candidates address records found. 
1131,Wises rd,BUDERIM,,,,,,,,,,,,,105 candidates address records found. 
1132,Fishermans rd,KULUIN,,,,,,,,,,,,,54 candidates address records found. 
1140,30E Toral dr,BUDERIM,,,,,,,,,,,,,4 candidates address records found. 
1142,34-36 Anzac ave,MAROOCHYDORE,,,,,,,,,,,,,13 candidates address records found. 
1143,10 Maroochydore rd (8),MAROOCHYDORE,,,,,,,,,,,,,24 candidates address records found. 
1148,1 Isabella ave,NAMBOUR,,,,,,,,,,,,,11 candidates address records found. 
1152,6-8 Kuran st,MAROOCHYDORE,,,,,,,,,,,,,3 candidates address records found. 
1154,Sunshine Homemakers Centre acc,MAROOCHYDORE,,,,,,,,,,,,,97 candidates address records found. 
1159,Cranbrook ave,BUDERIM,,,,,,,,,,,,,33 candidates address records found. 
1161,Mooloolaba rd,BUDERIM,,,,,,,,,,,,,203 candidates address records found. 
1163,61 Burnett st,BUDERIM,,,,,,,,,,,,,30 candidates address records found. 
1165,122 Point Cartwright dr,BUDDINA,,,,,,,,,,,,,3 candidates address records found. 
1168,98 Tantula Rd w,ALEXANDRA HEADLAND,,,,,,,,,,,,,12 candidates address records found. 
1169,174 Alexandra pde (6),ALEXANDRA HEADLAND,,,,,,,,,,,,,57 candidates address records found. 
1172,26 Alexandra pde,MAROOCHYDORE,,,,,,,,,,,,,7 candidates address records found. 
1177,73 William st,BUDERIM,,,,,,,,,,,,,2 candidates address records found. 
1184,School rd,MAROOCHYDORE,,,,,,,,,,,,,66 candidates address records found. 
1185,50-52 School rd,MAROOCHYDORE,,,,,,,,,,,,,13 candidates address records found. 
1192,Mayfair ln,BUDERIM,,,,,,,,,,,,,14 candidates address records found. 
1194,Bringenbrong dr,BUDERIM,,,,,,,,,,,,,23 candidates address records found. 
1195,1 Heidi st,KULUIN,,,,,,,,,,,,,5 candidates address records found. 
1198,Quorn clos,BUDERIM,,,,,,,,,,,,,30 candidates address records found. 
1208,104 Gympie rd,STRATHPINE,,,,,,,,,,,,,16 candidates address records found. 
1211,2 Adams st,SCARBOROUGH,,,,,,,,,,,,,2 candidates address records found. 
1220,47 Buckland rd,EVERTON HILLS,,,,,,,,,,,,,2 candidates address records found. 
1221,Eatons Crossing rd (74),CASHMERE,,,,,,,,,,,,,83 candidates address records found. 
1223,Mount Glorious rd (9),SAMFORD VILLAGE,,,,,,,,,,,,,115 candidates address records found. 
1224,Ira Buckby rd,CASHMERE,,,,,,,,,,,,,50 candidates address records found. 
1226,School rd,SAMFORD VILLAGE,,,,,,,,,,,,,5 candidates address records found. 
1237,Sheaves rd,KALLANGUR,,,,,,,,,,,,,99 candidates address records found. 
1253,Petrie Depot,PETRIE,,,,,,,,,,,,,41 candidates address records found. 
1256,Albany Creek rd (28),ALBANY CREEK,,,,,,,,,,,,,471 candidates address records found. 
1257,5 England rd,FERNY HILLS,,,,,,,,,,,,,7 candidates address records found. 
1259,11 Garfield ter,EVERTON HILLS,,,,,,,,,,,,,2 candidates address records found. 
1264,24 Darcy way,LAWNTON,,,,,,,,,,,,,2 candidates address records found. 
1273,Old Northern rd,ALBANY CREEK,,,,,,,,,,,,,95 candidates address records found. 
1276,Moogerah ct,ALBANY CREEK,,,,,,,,,,,,,21 candidates address records found. 
1281,Samsonvale rd (73),WARNER,,,,,,,,,,,,,358 candidates address records found. 
1302,19 Norman ave,MAROOCHYDORE,,,,,,,,,,,,,3 candidates address records found. 
1305,26 River espl,MOOLOOLABA,,,,,,,,,,,,,8 candidates address records found. 
1314,27 Rim rd,BUDERIM,,,,,,,,,,,,,3 candidates address records found. 
1319,Doreen ct,NAMBOUR,,,,,,,,,,,,,6 candidates address records found. 
1322,229-235 Nambour Connection rd,WOOMBYE,,,,,,,,,,,,,5 candidates address records found. 
1330,42 Dalton dr,MAROOCHYDORE,,,,,,,,,,,,,13 candidates address records found. 
1331,19B Netherton st (23),NAMBOUR,,,,,,,,,,,,,22 candidates address records found. 
1332,7 Whalley Creek clos,BURNSIDE,,,,,,,,,,,,,4 candidates address records found. 
1336,William st,TEWANTIN,,,,,,,,,,,,,10 candidates address records found. 
1338,45 Oxleigh cres,NAMBOUR,,,,,,,,,,,,,2 candidates address records found. 
1342,41 Buderim ave,MOOLOOLABA,,,,,,,,,,,,,5 candidates address records found. 
1343,Elizabeth Daniels way,BUDERIM,,,,,,,,,,,,,4 candidates address records found. 
1345,177 Connection rd,MOOLOOLAH VALLEY,,,,,,,,,,,,,Too Low confidence for auto-process records 
1347,2 Broadmeadows rd,MAROOCHYDORE,,,,,,,,,,,,,11 candidates address records found. 
1348,19 Howard st,NAMBOUR,,,,,,,,,,,,,10 candidates address records found. 
1350,Petrie Park rd,NAMBOUR,,,,,,,,,,,,,4 candidates address records found. 
1354,Nambour Connection rd,WOOMBYE,,,,,,,,,,,,,34 candidates address records found. 
1355,191 Mapleton rd (Nambour Mapleton rd),BURNSIDE,,,,,,,,,,,,,Too Low confidence for auto-process records 
1357,28 Florence st,NAMBOUR,,,,,,,,,,,,,5 candidates address records found. 
1358,11-13 Windsor rd,BURNSIDE,,,,,,,,,,,,,6 candidates address records found. 
1361,10 Pacific blvd,BUDDINA,,,,,,,,,,,,,18 candidates address records found. 
1362,10 Kingsgrove ct,BUDERIM,,,,,,,,,,,,,3 candidates address records found. 
1364,6 Heidi st,KULUIN,,,,,,,,,,,,,7 candidates address records found. 
1374,24 Brisbane rd,MOOLOOLABA,,,,,,,,,,,,,26 candidates address records found. 
1382,Chevallum rd,PALMWOODS,,,,,,,,,,,,,87 candidates address records found. 
1396,20-22 Kayleigh dr,BUDERIM,,,,,,,,,,,,,9 candidates address records found. 
1398,Brendale STP,BRENDALE,,,,,,,,,,,,,27 candidates address records found. 
1413,Wattle rd,ROTHWELL,,,,,,,,,,,,,147 candidates address records found. 
1416,Redcliffe STP,CLONTARF,,,,,,,,,,,,,112 candidates address records found. 
1423,33 Bickle rd,KALLANGUR,,,,,,,,,,,,,2 candidates address records found. 
1424,Thomas st,CLONTARF,,,,,,,,,,,,,120 candidates address records found. 
1425,Elizabeth ave (26),CLONTARF,,,,,,,,,,,,,209 candidates address records found. 
1426,Chestnut dr,MURRUMBA DOWNS,,,,,,,,,,,,,33 candidates address records found. 
1429,Youngs Crossing rd,JOYNER,,,,,,,,,,,,,59 candidates address records found. 
1454,348 South Pine rd (28),BRENDALE,,,,,,,,,,,,,12 candidates address records found. 
1455,Dayboro rd (58),PETRIE,,,,,,,,,,,,,294 candidates address records found. 
1458,31 Benabrow ave,BELLARA,,,,,,,,,,,,,3 candidates address records found. 
1459,Foley st,BONGAREE,,,,,,,,,,,,,16 candidates address records found. 
1460,South espl,BONGAREE,,,,,,,,,,,,,72 candidates address records found. 
1462,182 Bishop rd,BEACHMERE,,,,,,,,,,,,,9 candidates address records found. 
1463,98 Alice st,DONNYBROOK,,,,,,,,,,,,,9 candidates address records found. 
1469,56-58 George st,WOODFORD,,,,,,,,,,,,,2 candidates address records found. 
1471,Haysmouth pde,CLONTARF,,,,,,,,,,,,,19 candidates address records found. 
1476,Nutmeg dr,GRIFFIN,,,,,,,,,,,,,88 candidates address records found. 
1478,64-68 Lear Jet dr,CABOOLTURE,,,,,,,,,,,,,2 candidates address records found. 
1479,Bruce hwy (m1),CABOOLTURE,,,,,,,,,,,,,178 candidates address records found. 
1482,Duffield rd,CLONTARF,,,,,,,,,,,,,138 candidates address records found. 
1488,Morayfield rd (60),CABOOLTURE,,,,,,,,,,,,,192 candidates address records found. 
1492,Burpengary East STP,BURPENGARY EAST,,,,,,,,,,,,,160 candidates address records found. 
1496,2 Beaufort st,STRATHPINE,,,,,,,,,,,,,2 candidates address records found. 
1497,1517 Anzac ave (71),KALLANGUR,,,,,,,,,,,,,9 candidates address records found. 
1504,Goodrich Rd e,GRIFFIN,,,,,,,,,,,,,5 candidates address records found. 
1509,Buckley rd,BURPENGARY EAST,,,,,,,,,,,,,111 candidates address records found. 
1515,12 Rosewood cres,MARGATE,,,,,,,,,,,,,5 candidates address records found. 
1517,Steel st,NARANGBA,,,,,,,,,,,,,9 candidates address records found. 
1523,42 Dunbar st,MARGATE,,,,,,,,,,,,,2 candidates address records found. 
1532,140 Maine ter,DECEPTION BAY,,,,,,,,,,,,,5 candidates address records found. 
1543,52-108 Landsborough ave (27),SCARBOROUGH,,,,,,,,,,,,,4 candidates address records found. 
1544,109 Landsborough ave (27),SCARBOROUGH,,,,,,,,,,,,,18 candidates address records found. 
1551,406 Scarborough rd,SCARBOROUGH,,,,,,,,,,,,,2 candidates address records found. 
1555,Donkin st,SCARBOROUGH,,,,,,,,,,,,,83 candidates address records found. 
1557,51 Mein st,SCARBOROUGH,,,,,,,,,,,,,2 candidates address records found. 
1559,King st,DECEPTION BAY,,,,,,,,,,,,,20 candidates address records found. 
1560,Shoreview blvd,GRIFFIN,,,,,,,,,,,,,88 candidates address records found. 
1568,56 High st,KIPPA-RING,,,,,,,,,,,,,11 candidates address records found. 
1574,22 Dunbar st,MARGATE,,,,,,,,,,,,,2 candidates address records found. 
1575,24 Dunbar st,MARGATE,,,,,,,,,,,,,2 candidates address records found. 
1580,Snook st (26),KIPPA-RING,,,,,,,,,,,,,78 candidates address records found. 
1586,8 Plant st,DECEPTION BAY,,,,,,,,,,,,,9 candidates address records found. 
1590,24 Chelsea st,KIPPA-RING,,,,,,,,,,,,,3 candidates address records found. 
1594,29 Hawkins cres,BUNDAMBA,,,,,,,,,,,,,3 candidates address records found. 
1595,Ashburn rd,BUNDAMBA,,,,,,,,,,,,,13 candidates address records found. 
1598,56 Omrah ave,CALOUNDRA,,,,,,,,,,,,,10 candidates address records found. 
1599,Bli Bli Suncoast STP,MARCOOLA,,,,,,,,,,,,,99 candidates address records found. 
1600,Heathland st,BANKSIA BEACH,,,,,,,,,,,,,3 candidates address records found. 
1601,9 Commerce cirt,YATALA,,,,,,,,,,,,,7 candidates address records found. 
1602,11 Commerce cirt,YATALA,,,,,,,,,,,,,7 candidates address records found. 
1603,21 Buchanan rd,MORAYFIELD,,,,,,,,,,,,,2 candidates address records found. 
1604,241 Goodwin dr,BONGAREE,,,,,,,,,,,,,3 candidates address records found. 
1606,186 Francis rd,BRAY PARK,,,,,,,,,,,,,6 candidates address records found. 
1607,389 Nambour Connection rd,WOOMBYE,,,,,,,,,,,,,2 candidates address records found. 
1608,31 Bickle rd,KALLANGUR,,,,,,,,,,,,,2 candidates address records found. 
1609,Francis rd,ARANA HILLS,,,,,,,,,,,,,6 candidates address records found. 
1610,360 Beckett rd (40),BRIDGEMAN DOWNS,,,,,,,,,,,,,2 candidates address records found. 
1613,Humpybong espl,REDCLIFFE,,,,,,,,,,,,,57 candidates address records found. 
1617,8 George st,WOODFORD,,,,,,,,,,,,,8 candidates address records found. 
1634,85-87 Cotterill ave,BONGAREE,,,,,,,,,,,,,15 candidates address records found. 
1649,15-17 Sylvan Beach espl,BELLARA,,,,,,,,,,,,,8 candidates address records found. 
1651,9 Yeenda ave,BELLARA,,,,,,,,,,,,,3 candidates address records found. 
1654,1576 Pumicestone rd,TOORBUL,,,,,,,,,,,,,3 candidates address records found. 
1663,23 Balstrup Rd n,KALLANGUR,,,,,,,,,,,,,18 candidates address records found. 
1664,43 Pylara cres,FERNY HILLS,,,,,,,,,,,,,2 candidates address records found. 
1668,42 Tubbs st,CLONTARF,,,,,,,,,,,,,2 candidates address records found. 
1681,404 Scarborough rd,SCARBOROUGH,,,,,,,,,,,,,2 candidates address records found. 
1683,1A Boyce st,MARGATE,,,,,,,,,,,,,2 candidates address records found. 
1694,14 Coral st,MALENY,,,,,,,,,,,,,16 candidates address records found. 
1695,5 Cribb st,LANDSBOROUGH,,,,,,,,,,,,,3 candidates address records found. 
1696,Camp Koongamoon Environment And Rec acc,LANDSBOROUGH,,,,,,,,,,,,,103 candidates address records found. 
1697,2 Machinery ave,WARANA,,,,,,,,,,,,,6 candidates address records found. 
1699,Alexander st,AROONA,,,,,,,,,,,,,20 candidates address records found. 
1702,Gulai st,BUDDINA,,,,,,,,,,,,,42 candidates address records found. 
1703,Bingera ter,CALOUNDRA,,,,,,,,,,,,,56 candidates address records found. 
1704,34 Bingera ter,CALOUNDRA,,,,,,,,,,,,,6 candidates address records found. 
1705,26 Simpson st,BEERWAH,,,,,,,,,,,,,26 candidates address records found. 
1706,7 Turner st,BEERWAH,,,,,,,,,,,,,6 candidates address records found. 
1720,3 Burns st,BUDDINA,,,,,,,,,,,,,5 candidates address records found. 
1724,Seaview ter,MOFFAT BEACH,,,,,,,,,,,,,90 candidates address records found. 
1730,Nicklin way,WURTULLA,,,,,,,,,,,,,132 candidates address records found. 
1731,5 Burns st,BUDDINA,,,,,,,,,,,,,5 candidates address records found. 
1734,129 esplanade,GOLDEN BEACH,,,,,,,,,,,,,3 candidates address records found. 
1737,Blaxland st,GOLDEN BEACH,,,,,,,,,,,,,66 candidates address records found. 
1738,41 Blaxland st,GOLDEN BEACH,,,,,,,,,,,,,2 candidates address records found. 
1766,Sippy Downs dr,SIPPY DOWNS,,,,,,,,,,,,,48 candidates address records found. 
1778,Hamilton clos,MOOLOOLAH VALLEY,,,,,,,,,,,,,32 candidates address records found. 
1785,Corporate pl,LANDSBOROUGH,,,,,,,,,,,,,7 candidates address records found. 
1786,15 Corporate pl,LANDSBOROUGH,,,,,,,,,,,,,6 candidates address records found. 
1787,4 Railway st,LANDSBOROUGH,,,,,,,,,,,,,2 candidates address records found. 
1790,Keil st,WOOMBYE,,,,,,,,,,,,,23 candidates address records found. 
1792,6-10 Blackall st,WOOMBYE,,,,,,,,,,,,,3 candidates address records found. 
1794,41 Landsborough pde,GOLDEN BEACH,,,,,,,,,,,,,3 candidates address records found. 
1795,5 Innovation pkwy,BIRTINYA,,,,,,,,,,,,,25 candidates address records found. 
1796,8 Innovation pkwy,BIRTINYA,,,,,,,,,,,,,9 candidates address records found. 
1800,Sydal st,LITTLE MOUNTAIN,,,,,,,,,,,,,27 candidates address records found. 
1801,17 Wright st,MAROOCHYDORE,,,,,,,,,,,,,5 candidates address records found. 
1810,Junction dr,COOLUM BEACH,,,,,,,,,,,,,57 candidates address records found. 
1812,36 Brisbane rd (6),MOOLOOLABA,,,,,,,,,,,,,60 candidates address records found. 
1813,32-34 Brisbane rd (6),MOOLOOLABA,,,,,,,,,,,,,4 candidates address records found. 
1814,22 Bronwyn st,CALOUNDRA WEST,,,,,,,,,,,,,2 candidates address records found. 
1820,15 Coonang cres,WARANA,,,,,,,,,,,,,3 candidates address records found. 
1823,Brisbane rd (6),MOOLOOLABA,,,,,,,,,,,,,380 candidates address records found. 
1824,82-86 River espl,MOOLOOLABA,,,,,,,,,,,,,18 candidates address records found. 
1825,1 Baldwin st,CALOUNDRA,,,,,,,,,,,,,4 candidates address records found. 
1826,Mill st,NAMBOUR,,,,,,,,,,,,,4 candidates address records found. 
1831,4 Junction dr,COOLUM BEACH,,,,,,,,,,,,,16 candidates address records found. 
1833,Jubilee espl,YAROOMBA,,,,,,,,,,,,,37 candidates address records found. 
1841,Mons rd,FOREST GLEN,,,,,,,,,,,,,33 candidates address records found. 
1842,7 Service st,MAROOCHYDORE,,,,,,,,,,,,,2 candidates address records found. 
1846,Quamby pl,NOOSA HEADS,,,,,,,,,,,,,241 candidates address records found. 
1847,43 Noosa pde,NOOSA HEADS,,,,,,,,,,,,,10 candidates address records found. 
1848,Noosa pde,NOOSA HEADS,,,,,,,,,,,,,292 candidates address records found. 
1849,34 James st,NOOSAVILLE,,,,,,,,,,,,,5 candidates address records found. 
1850,21 Bradman ave (6),MAROOCHYDORE,,,,,,,,,,,,,2 candidates address records found. 
1851,28 Picnic Point espl,MAROOCHYDORE,,,,,,,,,,,,,104 candidates address records found. 
1852,62 Parker st,MAROOCHYDORE,,,,,,,,,,,,,4 candidates address records found. 
1854,The basin,PELICAN WATERS,,,,,,,,,,,,,2 candidates address records found. 
1860,29 Broadmeadows rd,MAROOCHYDORE,,,,,,,,,,,,,24 candidates address records found. 
1861,38 James st,NOOSAVILLE,,,,,,,,,,,,,5 candidates address records found. 
1865,18 Thomas st,NOOSAVILLE,,,,,,,,,,,,,21 candidates address records found. 
1866,Brightwater blvd,MOUNTAIN CREEK,,,,,,,,,,,,,17 candidates address records found. 
1868,Doherty st,BRENDALE,,,,,,,,,,,,,18 candidates address records found. 
1873,Forgan rd,JOYNER,,,,,,,,,,,,,13 candidates address records found. 
1876,Halpine pde,WARNER,,,,,,,,,,,,,95 candidates address records found. 
1882,Tanager st,ALBANY CREEK,,,,,,,,,,,,,56 candidates address records found. 
1885,Linkfield rd,BRENDALE,,,,,,,,,,,,,4 candidates address records found. 
1890,94 Sutton st,REDCLIFFE,,,,,,,,,,,,,51 candidates address records found. 
1895,24 Esplanade Bulcock bch,CALOUNDRA,,,,,,,,,,,,,15 candidates address records found. 
1896,21 Esplanade Bulcock bch,CALOUNDRA,,,,,,,,,,,,,7 candidates address records found. 
1898,266-268 Alexandra pde (6),ALEXANDRA HEADLAND,,,,,,,,,,,,,70 candidates address records found. 
1901,Bamboo rd,PALMWOODS,,,,,,,,,,,,,20 candidates address records found. 
1902,19 Muraban st,MOOLOOLABA,,,,,,,,,,,,,9 candidates address records found. 
1905,25 Webster rd,NAMBOUR,,,,,,,,,,,,,2 candidates address records found. 
1909,72 Burnett st,BUDERIM,,,,,,,,,,,,,5 candidates address records found. 
1911,Image Flat rd,IMAGE FLAT,,,,,,,,,,,,,113 candidates address records found. 
1914,Gobberts rd,YANDINA,,,,,,,,,,,,,4 candidates address records found. 
1917,Mill ln,NAMBOUR,,,,,,,,,,,,,28 candidates address records found. 
1928,Warwick ln,SAMFORD VALLEY,,,,,,,,,,,,,23 candidates address records found. 
1930,26 Terrence rd,BRENDALE,,,,,,,,,,,,,9 candidates address records found. 
1935,Bradford ct,BRENDALE,,,,,,,,,,,,,4 candidates address records found. 
1937,Alpha st,KALLANGUR,,,,,,,,,,,,,32 candidates address records found. 
1941,1 Youngs Crossing rd,JOYNER,,,,,,,,,,,,,2 candidates address records found. 
1962,15 Miller blvd,BRAY PARK,,,,,,,,,,,,,42 candidates address records found. 
1977,Surfside ave,MARCOOLA,,,,,,,,,,,,,16 candidates address records found. 
